"x","y","class","post"
170,68,4,0.9999
172,-42,8,0.9924
172,62,4,0.9995
172,64,4,0.988
172,66,4,0.9998
172,68,4,0.9999
174,-42,8,0.9934
174,-36,8,0.9996
174,62,4,0.9977
174,64,4,0.9964
174,66,4,0.9997
174,68,4,1
176,-40,8,0.9997
176,-38,8,0.9999
176,64,4,0.9896
176,66,4,0.9998
176,68,4,1
178,-38,8,1
178,-18,6,0.5556
178,64,4,0.9872
178,66,4,0.9998
178,68,4,1
-88,48,5,0.9647
33,-1,6,0.6475
60,45,9,0.9992
-82,45,9,0.9851
-87,44,9,0.9994
29,-6,6,0.796
-121,66,4,0.9933
35,-12,6,0.9786
-114,62,4,0.5526
-81,42,9,0.9872
-97,52,5,0.8726
14,13,3,0.9402
31,61,5,0.983
74,46,9,0.9987
35,62,5,0.9353
-69,-16,8,0.8636
-85,12,3,0.9648
36,4,3,0.5308
-110,59,5,0.9639
-112,41,5,0.8523
-102,57,5,0.9641
13,59,5,0.6694
31,2,6,0.5397
49,55,5,0.9002
45,38,1,0.9743
28,-17,6,0.9987
29,-9,6,0.9948
-99,51,5,0.792
-89,50,5,0.9616
103,55,5,0.9897
100,37,5,0.9895
101,74,4,1
-95,49,9,0.6121
132,45,9,0.9663
-53,-33,8,0.9757
33,23,2,0.9998
28,58,5,0.8646
43,39,9,0.9728
93,50,5,0.6837
37,12,6,0.7181
-100,53,5,0.9867
100,51,5,0.5211
-155,60,5,0.6924
104,13,3,0.998
120,31,2,0.6592
29,-2,6,0.997
-103,58,5,0.9033
43,48,9,0.999
-99,57,5,0.905
-55,-3,3,0.9949
117,49,5,0.9842
43,34,2,0.9736
116,29,2,0.7815
34,47,9,0.9846
30,-11,6,0.9999
-63,-31,8,0.8092
32,-8,6,0.9999
33,49,9,0.9983
91,31,5,0.9761
77,55,5,0.9866
91,55,5,0.9897
-72,-47,7,1
15,58,9,0.5504
33,2,3,0.6796
-118,63,5,0.7212
102,57,5,0.983
-124,56,5,0.8455
56,59,5,0.9907
89,32,5,0.9466
-55,5,3,0.9961
119,33,1,0.9102
28,61,5,0.9612
48,53,5,0.7252
-81,27,2,0.931
5,10,3,0.9975
-73,-50,7,1
30,-9,6,0.9955
69,50,5,0.8928
93,49,5,0.8594
-112,59,5,0.9891
-105,55,5,0.9888
-56,-33,8,0.9867
-67,-19,8,1
45,40,1,0.5147
35,64,5,0.9813
-107,57,5,0.9852
92,48,5,0.9873
-83,42,9,0.9884
-115,55,5,0.9865
-133,69,4,0.9979
99,3,3,0.9857
-95,48,9,0.7806
-103,20,2,0.7986
-63,7,3,0.9641
35,-4,6,0.9992
25,62,5,0.99
-72,49,5,0.9001
16,59,9,0.534
-73,44,9,0.9993
-73,-49,7,1
-94,55,5,0.9853
44,33,2,0.9994
86,31,4,0.937
87,42,9,0.9993
31,58,5,0.8841
43,57,5,0.9685
-116,33,2,0.9894
30,63,5,0.9858
-80,49,5,0.9376
-107,48,9,0.9526
121,14,3,0.994
-73,-41,8,0.9916
139,-36,8,1
87,31,4,0.9447
-69,-45,7,0.9957
-69,-39,8,0.9955
-109,56,5,0.9897
34,63,5,0.9835
-79,44,9,0.9991
55,57,5,0.9835
87,47,9,0.9802
32,67,5,0.7553
35,32,2,0.9981
-89,16,3,0.9876
43,46,9,0.9718
18,-1,3,0.9805
36,-15,6,0.99
80,53,5,0.9713
136,35,1,0.951
73,53,5,0.9723
31,66,5,0.8057
-63,-4,3,0.9943
-107,55,5,0.9803
93,48,5,0.9113
176,-39,8,0.9999
68,41,1,0.9461
-115,60,5,0.9856
98,35,4,0.9904
-98,55,5,0.991
-68,-55,7,1
14,9,3,0.9946
18,47,9,0.9589
89,38,4,0.9987
26,-9,6,0.7788
-118,61,5,0.9855
-103,55,5,0.9872
47,41,1,0.6513
122,-3,3,0.9894
-106,59,5,0.8614
97,35,4,0.9992
-95,56,5,0.93
-72,-41,8,0.7773
174,65,4,0.9985
-119,43,9,0.987
-100,51,5,0.8418
9,48,9,0.9659
83,32,4,0.9991
-93,53,5,0.991
29,45,9,0.5356
-49,-23,6,0.9999
34,49,9,0.9981
-94,31,2,0.9984
-121,61,5,0.9783
-156,59,5,0.8197
-120,39,1,0.5762
88,31,4,0.6573
84,31,4,0.9726
31,38,1,0.9982
14,63,5,0.9001
-57,49,5,0.8311
-125,67,4,0.978
86,49,5,0.9901
47,31,2,0.9997
-110,55,5,0.9869
35,45,1,0.6905
103,19,3,0.9457
-73,46,9,0.9992
-126,67,4,0.9875
39,61,5,0.9906
-117,64,4,0.6716
39,60,5,0.991
30,51,9,0.9993
81,31,5,0.9823
83,24,3,0.7933
-71,-49,7,1
39,8,6,0.9999
-139,61,4,1
-94,47,9,0.8419
-97,54,5,0.9888
-119,60,5,0.9796
-176,68,4,1
31,50,9,0.9994
32,65,5,0.9567
-55,-2,3,0.9952
-6,55,9,0.9016
137,52,5,0.9851
-93,51,5,0.9646
121,-2,3,0.8067
19,42,1,0.958
90,33,4,0.6378
-50,-20,6,0.911
-125,55,5,0.9898
11,46,9,0.5546
88,37,4,0.9999
-58,-3,3,0.9956
11,61,5,0.9877
21,41,1,0.9903
42,11,3,0.9877
-95,55,5,0.9888
115,30,2,0.7375
-95,31,2,0.9978
-99,52,5,0.8866
-101,54,5,0.9774
65,53,5,0.9352
-79,48,5,0.8383
-102,55,5,0.989
35,-15,6,0.9943
19,68,4,0.9882
39,45,1,0.5317
103,17,3,0.9926
39,7,6,1
140,53,5,0.991
27,-11,6,0.9996
-101,52,5,0.9455
103,25,2,0.9039
91,50,4,0.7089
-151,60,5,0.9629
-79,47,9,0.5789
-65,-28,6,0.9391
99,46,5,0.9913
90,29,5,0.9617
15,61,5,0.9881
-115,56,5,0.9905
-111,42,5,0.9678
86,29,5,0.9787
-74,45,9,0.9992
113,30,2,0.7766
-103,54,5,0.975
-72,18,3,0.8693
-101,53,5,0.9614
73,42,9,0.9993
-74,9,3,0.9973
93,36,4,0.9996
43,33,2,0.9878
87,32,5,0.5353
-93,30,2,0.9986
160,55,5,0.9668
-99,24,2,0.5485
-109,57,5,0.9903
-105,58,5,0.9485
89,69,4,1
119,31,2,0.728
160,69,4,0.9999
79,55,5,0.9881
48,31,2,0.9998
143,-38,8,0.9999
-41,-22,6,0.9564
-112,55,5,0.9837
31,29,2,0.99
19,67,4,0.8794
-80,33,2,0.9011
117,43,5,0.9699
105,15,3,0.9932
-123,64,5,0.6242
48,49,9,0.9976
117,35,1,0.9774
-157,58,5,0.8772
-119,38,9,0.9611
103,24,2,0.9984
7,47,9,0.82
35,47,9,0.9877
73,54,5,0.9758
52,51,9,0.9208
-108,55,5,0.9764
-61,-3,3,0.9957
27,-8,6,0.757
97,49,5,0.7595
-82,29,2,0.9995
-95,35,1,0.6929
31,62,5,0.9902
159,70,4,1
-57,-2,3,0.9955
49,-17,6,0.9989
78,55,5,0.9873
-73,-51,7,1
-100,55,5,0.9909
99,49,5,0.7987
83,31,4,0.8727
151,68,4,0.9999
91,32,5,0.8243
120,32,1,0.8101
-67,9,3,0.9827
-85,52,5,0.9899
-157,57,5,0.7524
-125,66,4,0.8233
-113,43,9,0.9984
14,57,9,0.8864
137,51,5,0.9704
124,45,9,0.9851
74,53,5,0.9626
-111,59,5,0.9866
-75,11,3,0.9816
26,63,5,0.9892
118,49,5,0.9834
45,36,1,0.8639
47,49,9,0.9981
-72,-39,8,0.9919
34,39,1,0.9965
17,48,9,0.9776
-65,44,9,0.9991
-119,39,1,0.9257
97,37,5,0.7637
-76,36,1,0.9405
-93,50,5,0.8976
147,-42,8,0.9773
106,51,5,0.9798
147,69,4,1
-123,39,1,0.8975
-69,-54,7,1
36,33,2,0.9078
-99,48,9,0.6229
24,61,5,0.9705
113,41,5,0.8694
-113,53,5,0.9688
29,40,1,0.9971
22,61,5,0.9693
-65,-3,3,0.9921
24,63,5,0.9898
36,1,6,0.9703
-97,55,5,0.9912
-71,-48,7,1
-76,-11,6,0.6995
147,-38,8,0.9998
-56,-2,3,0.9956
45,34,2,0.9987
-69,-36,8,0.9993
126,9,3,0.997
65,40,1,0.9953
-81,47,9,0.5694
-106,23,2,0.8973
-81,28,2,0.9911
-113,55,5,0.9782
-105,54,5,0.9793
143,72,4,1
14,59,5,0.5875
-91,15,6,0.8223
-111,56,5,0.9867
-71,44,9,0.9994
-68,-39,8,0.9989
113,55,5,0.5842
43,41,9,0.9989
-110,57,5,0.991
12,43,1,0.991
141,-34,8,0.9978
-127,68,4,0.9989
96,25,3,0.9431
125,64,4,0.6303
155,68,4,0.9996
-122,65,4,0.8385
-81,48,5,0.8263
35,-25,6,0.9997
117,41,9,0.998
-99,54,5,0.9873
-72,19,3,0.9862
-121,63,5,0.8403
28,59,5,0.8848
-108,59,4,0.5661
13,53,9,0.9974
-50,-30,6,0.9089
36,-1,6,1
-106,55,5,0.9883
-93,55,5,0.9844
-89,44,9,0.9987
147,71,4,1
-78,48,5,0.8589
-121,40,1,0.9731
-74,43,9,0.9937
-116,45,9,0.9705
111,53,5,0.8543
61,51,5,0.7713
-60,-31,8,0.7021
-82,46,9,0.9833
13,60,5,0.9556
44,39,9,0.9104
140,37,1,0.9959
71,54,5,0.9671
16,58,9,0.7726
-107,54,5,0.9764
-114,53,5,0.9514
12,45,1,0.9922
-66,-13,3,0.9713
-63,-37,8,0.9996
-98,51,5,0.8461
119,36,1,0.9912
65,61,5,0.9318
64,61,5,0.9521
41,58,5,0.9808
89,34,4,0.9024
27,61,5,0.9676
-94,51,5,0.9542
-62,-37,8,0.9997
112,29,2,0.7305
138,71,4,1
-117,62,5,0.9131
28,45,9,0.7031
-126,69,4,0.9997
27,57,5,0.7568
-113,52,5,0.873
71,43,9,0.9965
157,51,5,0.6416
152,69,4,1
-121,59,5,0.9891
-57,-28,6,0.9502
72,55,5,0.9789
31,-2,6,0.9898
-115,57,5,0.9913
-115,54,5,0.9724
67,59,5,0.9892
17,62,5,0.9902
-85,44,9,0.9984
34,45,1,0.5754
-109,54,5,0.9787
27,55,5,0.5767
-115,59,5,0.9686
-111,58,5,0.9907
17,61,5,0.9273
-95,18,3,0.9832
-105,52,5,0.9646
-75,10,3,0.9986
17,55,9,0.9995
-108,53,5,0.9791
-143,63,4,0.7779
-96,49,9,0.6403
-89,14,3,0.8706
-109,55,5,0.9806
141,52,5,0.9885
-111,54,5,0.9852
145,69,4,0.9999
-61,-32,8,0.9146
112,55,5,0.6291
16,42,1,0.9432
-107,53,5,0.973
-133,68,4,0.9698
38,45,1,0.5644
-85,45,9,0.9994
-91,30,2,0.9982
-134,69,4,0.9993
-75,8,3,0.9934
-99,53,5,0.9914
-128,67,4,0.8629
-124,67,4,0.9956
-99,56,5,0.9702
-166,68,4,1
141,40,9,0.9156
-1,44,1,0.9962
124,47,9,0.7198
49,39,1,0.8872
-61,-34,8,0.9867
112,53,5,0.9144
113,52,5,0.9882
27,56,5,0.5563
-92,53,5,0.9907
66,53,5,0.9463
-61,-30,6,0.5124
-122,43,9,0.6837
-86,51,5,0.983
-125,65,4,0.6314
