x,y,class,post 1,post 2,post 3,post 4,post 5,post 6,post 7,post 8,post 9
-98,58,4,0,0,0,0.5958,0.404,0,0,0,2.00E-04
-98,62,4,0,0,0,0.9999,1.00E-04,0,0,0,0
-98,66,4,0,0,0,1,0,0,0,0,0
-98,68,4,0,0,0,1,0,0,0,0,0
-98,72,4,0,0,0,1,0,0,0,0,0
-98,74,4,0,0,0,1,0,0,0,0,0
-98,76,4,0,0,0,1,0,0,0,0,0
-96,16,3,0,0.025,0.9149,0,0,0.06,0,0,0
-96,18,3,0,0.0051,0.9701,0,0,0.0247,0,0,0
-96,30,2,0.0024,0.9976,0,0,0,0,0,0,0
-96,32,2,0.0508,0.9492,0,0,0,0,0,0,0
-96,34,2,0.2394,0.7606,0,0,0,0,0,0,0
-96,36,1,0.8902,0.1098,0,0,0,0,0,0,0
-96,38,1,0.976,0.0016,0,0,0,0,0,0,0.0224
-96,40,1,0.5428,1.00E-04,0,0,0,0,0,0,0.4571
-96,42,9,0.0132,0,0,0,0,0,0,0,0.9868
-96,44,9,5.00E-04,0,0,0,1.00E-04,0,0,0,0.9993
-96,46,9,2.00E-04,0,0,0,0.0019,0,0,0,0.9978
-96,48,9,0,0,0,0,0.1457,0,0,0,0.8543
-96,50,5,0,0,0,2.00E-04,0.6409,0,0,0,0.3589
-96,52,5,0,0,0,4.00E-04,0.9085,0,0,0,0.0911
-96,54,5,0,0,0,0.0027,0.9907,0,0,0,0.0067
-96,56,5,0,0,0,0.0593,0.9398,0,0,0,0.001
-96,58,4,0,0,0,0.6462,0.3536,0,0,0,1.00E-04
-96,60,4,0,0,0,0.9983,0.0017,0,0,0,0
-96,62,4,0,0,0,0.9999,1.00E-04,0,0,0,0
-96,64,4,0,0,0,1,0,0,0,0,0
-96,66,4,0,0,0,1,0,0,0,0,0
-96,70,4,0,0,0,1,0,0,0,0,0
-96,78,4,0,0,0,1,0,0,0,0,0
-96,80,4,0,0,0,1,0,0,0,0,0
-94,18,3,0,5.00E-04,0.9937,0,0,0.0058,0,0,0
-94,30,2,0.0012,0.9988,0,0,0,0,0,0,0
-94,32,2,0.0123,0.9877,0,0,0,0,0,0,0
-94,34,2,0.0981,0.9019,0,0,0,0,0,0,0
-94,36,1,0.871,0.129,0,0,0,0,0,0,0
-94,38,1,0.9897,0.0092,0,0,0,0,0,0,0.0011
-94,40,1,0.8064,4.00E-04,0,0,0,0,0,0,0.1932
-94,42,9,0.0131,0,0,0,0,0,0,0,0.9869
-94,44,9,0.001,0,0,0,0,0,0,0,0.999
-94,46,9,3.00E-04,0,0,0,8.00E-04,0,0,0,0.9989
-94,48,9,0,0,0,1.00E-04,0.2453,0,0,0,0.7546
-94,50,5,0,0,0,3.00E-04,0.8359,0,0,0,0.1638
-94,52,5,0,0,0,0.001,0.9776,0,0,0,0.0214
-94,54,5,0,0,0,0.0069,0.9899,0,0,0,0.0032
-94,56,5,0,0,0,0.0984,0.9008,0,0,0,7.00E-04
-94,58,4,0,0,0,0.8952,0.1048,0,0,0,0
-94,62,4,0,0,0,0.9999,1.00E-04,0,0,0,0
-94,64,4,0,0,0,1,0,0,0,0,0
-94,66,4,0,0,0,1,0,0,0,0,0
-94,68,4,0,0,0,1,0,0,0,0,0
-94,70,4,0,0,0,1,0,0,0,0,0
-94,74,4,0,0,0,1,0,0,0,0,0
-94,80,4,0,0,0,1,0,0,0,0,0
-92,16,3,0,0.0066,0.601,0,0,0.3924,0,0,0
-92,18,3,0,1.00E-04,0.9956,0,0,0.0043,0,0,0
-92,30,2,0.0032,0.9968,0,0,0,0,0,0,0
-92,32,2,0.0132,0.9868,0,0,0,0,0,0,0
-92,34,2,0.0858,0.9142,0,0,0,0,0,0,0
-92,36,1,0.8049,0.1951,0,0,0,0,0,0,0
-92,38,1,0.9863,0.0132,0,0,0,0,0,0,5.00E-04
-92,40,1,0.8873,7.00E-04,0,0,0,0,0,0,0.1121
-92,42,9,0.0172,0,0,0,0,0,0,0,0.9828
-92,44,9,0.0016,0,0,0,0,0,0,0,0.9984
-92,46,9,3.00E-04,0,0,0,6.00E-04,0,0,0,0.9991
-92,48,9,0,0,0,1.00E-04,0.2482,0,0,0,0.7517
-92,50,5,0,0,0,5.00E-04,0.9256,0,0,0,0.0739
-92,52,5,0,0,0,0.0019,0.9874,0,0,0,0.0107
-92,54,5,0,0,0,0.0102,0.9873,0,0,0,0.0025
-92,56,5,0,0,0,0.2195,0.78,0,0,0,4.00E-04
-92,64,4,0,0,0,1,0,0,0,0,0
-92,66,4,0,0,0,1,0,0,0,0,0
-92,68,4,0,0,0,1,0,0,0,0,0
-92,74,4,0,0,0,1,0,0,0,0,0
-92,76,4,0,0,0,1,0,0,0,0,0
-92,80,4,0,0,0,1,0,0,0,0,0
-90,14,3,0,0.0024,0.8547,0,0,0.1429,0,0,0
-90,16,3,0,0.0013,0.956,0,0,0.0427,0,0,0
-90,18,3,0,1.00E-04,0.9932,0,0,0.0067,0,0,0
-90,20,3,0,1.00E-04,0.9972,0,0,0.0027,0,0,0
-90,30,2,8.00E-04,0.9992,0,0,0,0,0,0,0
-90,32,2,0.0149,0.9851,0,0,0,0,0,0,0
-90,34,2,0.14,0.86,0,0,0,0,0,0,0
-90,36,1,0.8449,0.1551,0,0,0,0,0,0,0
-90,38,1,0.989,0.0101,0,0,0,0,0,0,9.00E-04
-90,40,1,0.8589,5.00E-04,0,0,0,0,0,0,0.1406
-90,42,9,0.0308,0,0,0,0,0,0,0,0.9692
-90,44,9,0.0011,0,0,0,0,0,0,0,0.9989
-90,46,9,1.00E-04,0,0,0,0.0066,0,0,0,0.9932
-90,48,9,0,0,0,1.00E-04,0.3333,0,0,0,0.6666
-90,50,5,0,0,0,7.00E-04,0.9581,0,0,0,0.0412
-90,52,5,0,0,0,0.0029,0.9898,0,0,0,0.0073
-90,54,5,0,0,0,0.0218,0.9766,0,0,0,0.0016
-90,56,4,0,0,0,0.7735,0.2264,0,0,0,1.00E-04
-90,64,4,0,0,0,1,0,0,0,0,0
-90,66,4,0,0,0,1,0,0,0,0,0
-90,68,4,0,0,0,1,0,0,0,0,0
-90,74,4,0,0,0,1,0,0,0,0,0
-90,76,4,0,0,0,1,0,0,0,0,0
-90,80,4,0,0,0,1,0,0,0,0,0
-88,14,3,0,0.0036,0.8869,0,0,0.1095,0,0,0
-88,20,3,0,3.00E-04,0.9946,0,0,0.0051,0,0,0
-88,32,2,0.0146,0.9854,0,0,0,0,0,0,0
-88,34,2,0.1623,0.8377,0,0,0,0,0,0,0
-88,38,1,0.9905,0.0084,0,0,0,0,0,0,0.0011
-88,40,1,0.776,2.00E-04,0,0,0,0,0,0,0.2238
-88,42,9,0.0232,0,0,0,0,0,0,0,0.9768
-88,44,9,0.001,0,0,0,0,0,0,0,0.999
-88,46,9,2.00E-04,0,0,0,0.0017,0,0,0,0.9981
-88,50,5,0,0,0,8.00E-04,0.9658,0,0,0,0.0334
-88,52,5,0,0,0,0.003,0.9901,0,0,0,0.0068
-88,54,5,0,0,0,0.0307,0.968,0,0,0,0.0013
-88,56,4,0,0,0,0.9965,0.0035,0,0,0,0
-88,66,4,0,0,0,1,0,0,0,0,0
-88,72,4,0,0,0,1,0,0,0,0,0
-88,80,4,0,0,0,1,0,0,0,0,0
-88,82,4,0,0,0,1,0,0,0,0,0
-86,12,3,0,2.00E-04,0.9758,0,0,0.024,0,0,0
-86,14,3,0,0.0014,0.9123,0,0,0.0863,0,0,0
-86,32,2,0.0209,0.9791,0,0,0,0,0,0,0
-86,34,2,0.1884,0.8116,0,0,0,0,0,0,0
-86,36,1,0.7658,0.2342,0,0,0,0,0,0,0
-86,38,1,0.9846,0.015,0,0,0,0,0,0,3.00E-04
-86,40,1,0.7344,2.00E-04,0,0,0,0,0,0,0.2655
-86,42,9,0.0435,0,0,0,0,0,0,0,0.9565
-86,44,9,0.0013,0,0,0,0,0,0,0,0.9987
-86,46,9,1.00E-04,0,0,0,0.0165,0,0,0,0.9834
-86,50,5,0,0,0,0.001,0.9726,0,0,0,0.0264
-86,52,5,0,0,0,0.0027,0.9902,0,0,0,0.0071
-86,54,5,0,0,0,0.0496,0.9494,0,0,0,0.001
-86,64,4,0,0,0,1,0,0,0,0,0
-86,68,4,0,0,0,1,0,0,0,0,0
-86,72,4,0,0,0,1,0,0,0,0,0
-86,80,4,0,0,0,1,0,0,0,0,0
-86,82,4,0,0,0,1,0,0,0,0,0
-84,10,3,0,1.00E-04,0.8577,0,0,0.1422,0,0,0
-84,12,3,0,2.00E-04,0.9676,0,0,0.0322,0,0,0
-84,14,3,0,1.00E-04,0.9917,0,0,0.0083,0,0,0
-84,22,3,0,0.0568,0.9007,0,0,0.0425,0,0,0
-84,32,2,0.0339,0.9661,0,0,0,0,0,0,0
-84,34,2,0.1993,0.8007,0,0,0,0,0,0,0
-84,36,1,0.8863,0.1137,0,0,0,0,0,0,0
-84,38,1,0.9882,0.0114,0,0,0,0,0,0,4.00E-04
-84,40,1,0.6887,1.00E-04,0,0,0,0,0,0,0.3112
-84,42,9,0.0294,0,0,0,0,0,0,0,0.9706
-84,44,9,0.0016,0,0,0,0,0,0,0,0.9984
-84,46,9,1.00E-04,0,0,0,0.0069,0,0,0,0.9929
-84,48,5,0,0,0,3.00E-04,0.7315,0,0,0,0.2682
-84,50,5,0,0,0,9.00E-04,0.9686,0,0,0,0.0305
-84,52,5,0,0,0,0.0034,0.9905,0,0,0,0.0062
-84,54,5,0,0,0,0.1262,0.8732,0,0,0,6.00E-04
-84,64,4,0,0,0,1,0,0,0,0,0
-84,66,4,0,0,0,1,0,0,0,0,0
-84,68,4,0,0,0,1,0,0,0,0,0
-84,70,4,0,0,0,1,0,0,0,0,0
-84,72,4,0,0,0,1,0,0,0,0,0
-84,78,4,0,0,0,1,0,0,0,0,0
-84,80,4,0,0,0,1,0,0,0,0,0
-84,82,4,0,0,0,1,0,0,0,0,0
-82,28,2,0,0.9972,0.0026,0,0,2.00E-04,0,0,0
-82,30,2,1.00E-04,0.9999,0,0,0,0,0,0,0
-82,32,2,0.0158,0.9842,0,0,0,0,0,0,0
-82,34,2,0.1035,0.8965,0,0,0,0,0,0,0
-82,36,1,0.966,0.034,0,0,0,0,0,0,0
-82,38,1,0.9943,0.0041,0,0,0,0,0,0,0.0016
-82,40,1,0.9575,7.00E-04,0,0,0,0,0,0,0.0418
-82,48,5,0,0,0,5.00E-04,0.8524,0,0,0,0.1471
-82,50,5,0,0,0,0.0015,0.9759,0,0,0,0.0227
-82,52,5,0,0,0,0.0043,0.9895,0,0,0,0.0062
-82,64,4,0,0,0,1,0,0,0,0,0
-82,70,4,0,0,0,1,0,0,0,0,0
-82,72,4,0,0,0,1,0,0,0,0,0
-82,78,4,0,0,0,1,0,0,0,0,0
-82,80,4,0,0,0,1,0,0,0,0,0
-80,-6,3,0,0,0.5301,0,0,0.4699,0,0,0
-80,-4,3,0,0,0.9192,0,0,0.0808,0,0,0
-80,-2,3,0,0,0.978,0,0,0.022,0,0,0
-80,0,6,0,0,0.4295,0,0,0.5705,0,0,0
-80,22,3,0,0.0664,0.8845,0,0,0.049,0,0,0
-80,34,2,0.2387,0.7613,0,0,0,0,0,0,0
-80,36,1,0.7923,0.2077,0,0,0,0,0,0,0
-80,38,1,0.9385,3.00E-04,0,0,0,0,0,0,0.0613
-80,40,1,0.8213,1.00E-04,0,0,0,0,0,0,0.1785
-80,42,9,0.0628,0,0,0,0,0,0,0,0.9372
-80,44,9,7.00E-04,0,0,0,0,0,0,0,0.9992
-80,46,9,2.00E-04,0,0,0,0.0013,0,0,0,0.9985
-80,48,5,0,0,0,4.00E-04,0.8072,0,0,0,0.1924
-80,50,5,0,0,0,0.0014,0.9761,0,0,0,0.0225
-80,56,4,0,0,0,0.9988,0.0012,0,0,0,0
-80,62,4,0,0,0,1,0,0,0,0,0
-80,72,4,0,0,0,1,0,0,0,0,0
-80,78,4,0,0,0,1,0,0,0,0,0
-80,80,4,0,0,0,1,0,0,0,0,0
-78,-10,6,0,0,0.1607,0,0,0.8393,0,0,0
-78,-8,6,0,0,0,0,0,1,0,0,0
-78,-6,6,0,0,0.0254,0,0,0.9746,0,0,0
-78,-4,3,0,0,0.6954,0,0,0.3046,0,0,0
-78,-2,6,0,0,0.0127,0,0,0.9873,0,0,0
-78,0,6,0,0,0,0,0,0.9999,0,1.00E-04,0
-78,2,3,0,0,0.9148,0,0,0.0852,0,0,0
-78,8,3,0,0,0.9854,0,0,0.0146,0,0,0
-78,34,2,0.1333,0.8667,0,0,0,0,0,0,0
-78,36,1,0.7735,0.2265,0,0,0,0,0,0,0
-78,38,1,0.9854,0.0143,0,0,0,0,0,0,3.00E-04
-78,40,1,0.9096,4.00E-04,0,0,0,0,0,0,0.09
-78,42,9,0.0123,0,0,0,0,0,0,0,0.9877
-78,44,9,0.001,0,0,0,0,0,0,0,0.999
-78,46,9,1.00E-04,0,0,0,0.0116,0,0,0,0.9883
-78,50,5,0,0,0,0.0043,0.9889,0,0,0,0.0067
-78,52,5,0,0,0,0.0129,0.9847,0,0,0,0.0024
-78,54,5,0,0,0,0.1026,0.8967,0,0,0,7.00E-04
-78,62,4,0,0,0,0.9999,1.00E-04,0,0,0,0
-78,70,4,0,0,0,1,0,0,0,0,0
-78,72,4,0,0,0,1,0,0,0,0,0
-78,78,4,0,0,0,1,0,0,0,0,0
-78,80,4,0,0,0,1,0,0,0,0,0
-76,-14,6,0,0,0.0021,0,0,0.9979,0,0,0
-76,-12,8,0,0,0,0,0,0.0648,0,0.9352,0
-76,-10,6,0,0,0.0057,0,0,0.9943,0,0,0
-76,-8,3,0,0,0.9592,0,0,0.0408,0,0,0
-76,-6,3,0,0,0.9855,0,0,0.0145,0,0,0
-76,-4,3,0,0,0.969,0,0,0.031,0,0,0
-76,-2,3,0,0,0.959,0,0,0.041,0,0,0
-76,0,3,0,0,0.9622,0,0,0.0378,0,0,0
-76,2,6,0,0,0.0055,0,0,0.9945,0,0,0
-76,4,6,0,1.00E-04,0.0037,0,0,0.9962,0,0,0
-76,6,6,0,2.00E-04,0.0043,0,0,0.9955,0,0,0
-76,8,3,0,0,0.9888,0,0,0.0112,0,0,0
-76,20,3,0,0.0023,0.9855,0,0,0.0122,0,0,0
-76,38,1,0.9943,0.004,0,0,0,0,0,0,0.0018
-76,40,1,0.9728,0.0011,0,0,0,0,0,0,0.0261
-76,42,9,0.017,0,0,0,0,0,0,0,0.983
-76,44,9,0.0025,0,0,0,0,0,0,0,0.9975
-76,46,9,3.00E-04,0,0,0,5.00E-04,0,0,0,0.9992
-76,48,5,0,0,0,0.001,0.9424,0,0,0,0.0566
-76,50,5,0,0,0,0.0066,0.989,0,0,0,0.0044
-76,52,5,0,0,0,0.0378,0.961,0,0,0,0.0012
-76,54,5,0,0,0,0.3897,0.61,0,0,0,3.00E-04
-76,56,4,0,0,0,0.9743,0.0257,0,0,0,0
-76,60,4,0,0,0,0.9994,6.00E-04,0,0,0,0
-76,62,4,0,0,0,0.9999,1.00E-04,0,0,0,0
-76,68,4,0,0,0,1,0,0,0,0,0
-76,70,4,0,0,0,1,0,0,0,0,0
-76,72,4,0,0,0,1,0,0,0,0,0
-76,78,4,0,0,0,1,0,0,0,0,0
-76,80,4,0,0,0,1,0,0,0,0,0
-74,-52,7,0,0,0,0,0,0,0.9996,4.00E-04,0
-74,-50,7,0,0,0,0,0,0,1,0,0
-74,-48,7,0,0,0,0,0,0,0.9997,3.00E-04,0
-74,-46,7,0,0,0,0,0,0,0.9613,0.0387,0
-74,-42,8,0,0,0,0,0,0,0.0358,0.9642,0
-74,-16,6,0,0,1.00E-04,0,0,0.9999,0,0,0
-74,-14,8,0,0,0,0,0,0.0248,0,0.9752,0
-74,-12,6,0,0,1.00E-04,0,0,0.9999,0,0,0
-74,-8,3,0,0,0.9894,0,0,0.0106,0,0,0
-74,-6,3,0,0,0.988,0,0,0.012,0,0,0
-74,-4,3,0,0,0.9803,0,0,0.0197,0,0,0
-74,-2,3,0,0,0.9725,0,0,0.0275,0,0,0
-74,0,3,0,0,0.9605,0,0,0.0395,0,0,0
-74,2,3,0,0,0.9207,0,0,0.0793,0,0,0
-74,4,6,0,1.00E-04,0.204,0,0,0.796,0,0,0
-74,6,3,0,2.00E-04,0.8127,0,0,0.1871,0,0,0
-74,8,3,0,0,0.9934,0,0,0.0066,0,0,0
-74,10,3,0,0,0.9976,0,0,0.0024,0,0,0
-74,42,9,0.0427,0,0,0,0,0,0,0,0.9573
-74,44,9,8.00E-04,0,0,0,0,0,0,0,0.9992
-74,46,9,3.00E-04,0,0,0,5.00E-04,0,0,0,0.9992
-74,48,5,0,0,0,8.00E-04,0.9433,0,0,0,0.0559
-74,50,5,0,0,0,0.0071,0.9891,0,0,0,0.0038
-74,52,5,0,0,0,0.0451,0.9539,0,0,0,0.0011
-74,54,4,0,0,0,0.6031,0.3968,0,0,0,1.00E-04
-74,56,4,0,0,0,0.979,0.021,0,0,0,0
-74,58,4,0,0,0,0.9966,0.0034,0,0,0,0
-74,60,4,0,0,0,0.9998,2.00E-04,0,0,0,0
-74,62,4,0,0,0,1,0,0,0,0,0
-74,66,4,0,0,0,1,0,0,0,0,0
-74,68,4,0,0,0,1,0,0,0,0,0
-74,70,4,0,0,0,1,0,0,0,0,0
-74,80,4,0,0,0,1,0,0,0,0,0
-72,-54,7,0,0,0,0,0,0,1,0,0
-72,-52,7,0,0,0,0,0,0,1,0,0
-72,-50,7,0,0,0,0,0,0,1,0,0
-72,-48,7,0,0,0,0,0,0,1,0,0
-72,-46,7,0,0,0,0,0,0,0.9993,7.00E-04,0
-72,-44,7,0,0,0,0,0,0,0.9941,0.0059,0
-72,-42,8,0,0,0,0,0,0,0.3953,0.6047,0
-72,-40,8,0,0,0,0,0,0,0.0088,0.9912,0
-72,-38,8,0,0,0,0,0,0,0.0017,0.9983,0
-72,-36,8,0,0,0,0,0,0.0012,0,0.9988,0
-72,-16,8,0,0,0,0,0,5.00E-04,0,0.9995,0
-72,-14,8,0,0,0,0,0,1.00E-04,0,0.9999,0
-72,-12,6,0,0,0.1802,0,0,0.8198,0,0,0
-72,-10,3,0,0,0.9789,0,0,0.0211,0,0,0
-72,-8,3,0,0,0.9852,0,0,0.0148,0,0,0
-72,-6,3,0,0,0.9879,0,0,0.0121,0,0,0
-72,-4,3,0,0,0.9883,0,0,0.0117,0,0,0
-72,-2,3,0,0,0.9834,0,0,0.0166,0,0,0
-72,0,3,0,0,0.9678,0,0,0.0322,0,0,0
-72,2,3,0,0,0.9599,0,0,0.0401,0,0,0
-72,4,3,0,0,0.9896,0,0,0.0104,0,0,0
-72,6,6,0,1.00E-04,0.4939,0,0,0.506,0,0,0
-72,8,3,0,2.00E-04,0.9128,0,0,0.087,0,0,0
-72,12,3,0,2.00E-04,0.9675,0,0,0.0323,0,0,0
-72,42,9,0.1276,0,0,0,0,0,0,0,0.8724
-72,44,9,4.00E-04,0,0,0,1.00E-04,0,0,0,0.9994
-72,46,9,2.00E-04,0,0,0,0.0016,0,0,0,0.9982
-72,48,5,0,0,0,7.00E-04,0.9111,0,0,0,0.0882
-72,50,5,0,0,0,0.0086,0.9881,0,0,0,0.0033
-72,52,5,0,0,0,0.1385,0.861,0,0,0,6.00E-04
-72,56,4,0,0,0,0.9807,0.0193,0,0,0,0
-72,58,4,0,0,0,0.995,0.005,0,0,0,0
-72,60,4,0,0,0,0.9998,2.00E-04,0,0,0,0
-72,66,4,0,0,0,1,0,0,0,0,0
-72,68,4,0,0,0,1,0,0,0,0,0
-72,70,4,0,0,0,1,0,0,0,0,0
-72,78,4,0,0,0,1,0,0,0,0,0
-72,80,4,0,0,0,1,0,0,0,0,0
-70,-54,7,0,0,0,0,0,0,1,0,0
-70,-52,7,0,0,0,0,0,0,1,0,0
-70,-50,7,0,0,0,0,0,0,1,0,0
-70,-48,7,0,0,0,0,0,0,1,0,0
-70,-46,7,0,0,0,0,0,0,0.9974,0.0026,0
-70,-44,7,0,0,0,0,0,0,0.9952,0.0048,0
-70,-42,7,0,0,0,0,0,0,0.9901,0.0099,0
-70,-40,8,0,0,0,0,0,0,0.4056,0.5944,0
-70,-38,8,0,0,0,0,0,0,0.002,0.998,0
-70,-36,8,0,0,0,0,0,0,0.0779,0.9221,0
-70,-34,7,0,0,0,0,0,0,0.7054,0.2946,0
-70,-32,7,0,0,0,0,0,0,0.8527,0.1473,0
-70,-30,7,0,0,0,0,0,0,1,0,0
-70,-28,8,0,0,0,0,0,0,1.00E-04,0.9999,0
-70,-26,8,0,0,0,0,0,0.0091,0,0.9909,0
-70,-24,8,0,0,0,0,0,0.1566,0,0.8434,0
-70,-22,6,0,0,0,0,0,0.9646,0,0.0354,0
-70,-20,6,0,0,0,0,0,0.9798,0,0.0202,0
-70,-18,8,0,0,0,0,0,0.0049,0,0.9951,0
-70,-16,8,0,0,0,0,0,3.00E-04,0,0.9997,0
-70,-14,6,0,0,0,0,0,0.6798,0,0.3202,0
-70,-10,3,0,0,0.9868,0,0,0.0132,0,0,0
-70,-8,3,0,0,0.987,0,0,0.013,0,0,0
-70,-6,3,0,0,0.9909,0,0,0.0091,0,0,0
-70,-4,3,0,0,0.991,0,0,0.009,0,0,0
-70,-2,3,0,0,0.9876,0,0,0.0124,0,0,0
-70,0,3,0,0,0.9765,0,0,0.0235,0,0,0
-70,2,3,0,0,0.9742,0,0,0.0258,0,0,0
-70,4,3,0,0,0.9726,0,0,0.0274,0,0,0
-70,6,3,0,0,0.9802,0,0,0.0198,0,0,0
-70,8,3,0,0,0.99,0,0,0.01,0,0,0
-70,10,3,0,0,0.9719,0,0,0.0281,0,0,0
-70,12,3,0,9.00E-04,0.8462,0,0,0.1529,0,0,0
-70,44,9,0.0013,0,0,0,0,0,0,0,0.9987
-70,46,9,1.00E-04,0,0,0,0.0482,0,0,0,0.9517
-70,48,5,0,0,0,2.00E-04,0.5802,0,0,0,0.4196
-70,50,5,0,0,0,0.0078,0.9886,0,0,0,0.0036
-70,52,5,0,0,0,0.063,0.9361,0,0,0,9.00E-04
-70,54,4,0,0,0,0.9125,0.0875,0,0,0,0
-70,58,4,0,0,0,0.9864,0.0136,0,0,0,0
-70,64,4,0,0,0,1,0,0,0,0,0
-70,66,4,0,0,0,1,0,0,0,0,0
-70,68,4,0,0,0,1,0,0,0,0,0
-70,70,4,0,0,0,1,0,0,0,0,0
-70,78,4,0,0,0,1,0,0,0,0,0
-70,82,4,0,0,0,1,0,0,0,0,0
-68,-54,7,0,0,0,0,0,0,1,0,0
-68,-50,7,0,0,0,0,0,0,0.9993,7.00E-04,0
-68,-48,7,0,0,0,0,0,0,0.9998,2.00E-04,0
-68,-46,7,0,0,0,0,0,0,0.9938,0.0062,0
-68,-44,7,0,0,0,0,0,0,0.9483,0.0517,0
-68,-42,7,0,0,0,0,0,0,0.9945,0.0055,0
-68,-40,8,0,0,0,0,0,0,0.1562,0.8438,0
-68,-38,8,0,0,0,0,0,0,0,0.9999,0
-68,-36,8,0,0,0,0,0,0,1.00E-04,0.9999,0
-68,-34,8,0,0,0,0,0,0.0023,0,0.9977,0
-68,-32,8,0,0,0,0,0,0.027,0,0.973,0
-68,-30,8,0,0,0,0,0,0.137,0,0.863,0
-68,-28,7,0,0,0,0,0,0,0.9859,0.0141,0
-68,-24,8,0,0,0,0,0,0,0.0059,0.9941,0
-68,-22,8,0,0,0,0,0,0,0.0186,0.9814,0
-68,-20,8,0,0,0,0,0,0,0.0211,0.9789,0
-68,-18,8,0,0,0,0,0,0,1.00E-04,0.9999,0
-68,-16,6,0,0,0,0,0,0.9987,0,0.0013,0
-68,-14,6,0,0,0.1442,0,0,0.8558,0,0,0
-68,-12,3,0,0,0.9848,0,0,0.0152,0,0,0
-68,-10,3,0,0,0.9895,0,0,0.0105,0,0,0
-68,-8,3,0,0,0.9902,0,0,0.0098,0,0,0
-68,-6,3,0,0,0.9911,0,0,0.0089,0,0,0
-68,-4,3,0,0,0.9916,0,0,0.0084,0,0,0
-68,-2,3,0,0,0.9901,0,0,0.0099,0,0,0
-68,0,3,0,0,0.9855,0,0,0.0145,0,0,0
-68,2,3,0,0,0.9693,0,0,0.0307,0,0,0
-68,4,3,0,0,0.9665,0,0,0.0335,0,0,0
-68,6,3,0,0,0.9862,0,0,0.0138,0,0,0
-68,10,3,0,0,0.9905,0,0,0.0095,0,0,0
-68,46,9,1.00E-04,0,0,0,0.0063,0,0,0,0.9936
-68,48,5,0,0,0,3.00E-04,0.7215,0,0,0,0.2781
-68,50,5,0,0,0,0.0025,0.9868,0,0,0,0.0107
-68,52,5,0,0,0,0.0711,0.9281,0,0,0,8.00E-04
-68,54,4,0,0,0,0.938,0.062,0,0,0,0
-68,56,4,0,0,0,0.9283,0.0717,0,0,0,0
-68,58,4,0,0,0,0.9785,0.0215,0,0,0,0
-68,64,4,0,0,0,1,0,0,0,0,0
-68,66,4,0,0,0,1,0,0,0,0,0
-68,68,4,0,0,0,1,0,0,0,0,0
-68,70,4,0,0,0,1,0,0,0,0,0
-68,78,4,0,0,0,1,0,0,0,0,0
-68,82,4,0,0,0,1,0,0,0,0,0
-66,-48,7,0,0,0,0,0,0,0.994,0.006,0
-66,-44,7,0,0,0,0,0,0,0.7416,0.2584,0
-66,-42,7,0,0,0,0,0,0,0.5316,0.4684,0
-66,-40,8,0,0,0,0,0,0,0.0014,0.9986,0
-66,-38,8,0,0,0,0,0,0,1.00E-04,0.9999,0
-66,-36,8,0,0,0,0,0,5.00E-04,0,0.9995,0
-66,-34,8,0,0,0,0,0,0.0026,0,0.9974,0
-66,-32,8,0,0,0,0,0,0.0241,0,0.9759,0
-66,-30,6,0,0,0,0,0,0.6475,0,0.3525,0
-66,-28,6,0,0,0,0,0,0.6326,0,0.3674,0
-66,-26,8,0,0,0,0,0,0.002,0,0.998,0
-66,-24,8,0,0,0,0,0,0,2.00E-04,0.9998,0
-66,-22,8,0,0,0,0,0,0,6.00E-04,0.9994,0
-66,-20,8,0,0,0,0,0,0,0,0.9999,0
-66,-18,8,0,0,0,0,0,0.2319,0,0.7681,0
-66,-16,3,0,0,0.5935,0,0,0.4065,0,0,0
-66,-14,3,0,0,0.9461,0,0,0.0539,0,0,0
-66,-12,3,0,0,0.9855,0,0,0.0145,0,0,0
-66,-10,3,0,0,0.9927,0,0,0.0073,0,0,0
-66,-8,3,0,0,0.9945,0,0,0.0055,0,0,0
-66,-6,3,0,0,0.9933,0,0,0.0067,0,0,0
-66,-4,3,0,0,0.9922,0,0,0.0078,0,0,0
-66,-2,3,0,0,0.9917,0,0,0.0083,0,0,0
-66,0,3,0,0,0.985,0,0,0.015,0,0,0
-66,2,3,0,0,0.987,0,0,0.013,0,0,0
-66,4,3,0,0,0.7544,0,0,0.2456,0,0,0
-66,6,6,0,1.00E-04,0.0618,0,0,0.9382,0,0,0
-66,8,3,0,0,0.9884,0,0,0.0115,0,0,0
-66,10,3,0,0,0.9947,0,0,0.0053,0,0,0
-66,18,3,0,0.0024,0.8925,0,0,0.105,0,0,0
-66,44,9,0.001,0,0,0,0,0,0,0,0.999
-66,52,5,0,0,0,0.1141,0.8853,0,0,0,6.00E-04
-66,54,4,0,0,0,0.9027,0.0973,0,0,0,0
-66,56,4,0,0,0,0.9747,0.0253,0,0,0,0
-66,58,4,0,0,0,0.9951,0.0049,0,0,0,0
-66,64,4,0,0,0,1,0,0,0,0,0
-66,68,4,0,0,0,1,0,0,0,0,0
-66,78,4,0,0,0,1,0,0,0,0,0
-66,82,4,0,0,0,1,0,0,0,0,0
-64,-40,8,0,0,0,0,0,0,1.00E-04,0.9999,0
-64,-38,8,0,0,0,0,0,0,0,0.9999,0
-64,-36,8,0,0,0,0,0,0.0016,0,0.9984,0
-64,-34,8,0,0,0,0,0,0.0168,0,0.9832,0
