x,y,class,post 1,post 2,post 3,post 4,post 5,post 6,post 7,post 8,post 9
-134,68,4,0,0,0,0.9742,0.0258,0,0,0,0
-132,54,9,0.0077,0,0,0,0,0,0,0,0.9923
-132,56,5,0,0,0,0.0049,0.9738,0,0,0,0.0214
-132,58,4,0,0,0,0.579,0.4208,0,0,0,2.00E-04
-132,60,4,0,0,0,0.7236,0.2763,0,0,0,1.00E-04
-132,62,4,0,0,0,0.7819,0.218,0,0,0,1.00E-04
-132,64,4,0,0,0,0.9658,0.0342,0,0,0,0
-132,66,4,0,0,0,0.6798,0.3201,0,0,0,2.00E-04
-132,68,4,0,0,0,0.9736,0.0264,0,0,0,0
-130,54,9,1.00E-04,0,0,0.0024,0.1823,0,0,0,0.8152
-130,56,5,0,0,0,0.0413,0.9575,0,0,0,0.0012
-130,58,4,0,0,0,0.8648,0.1351,0,0,0,0
-130,60,5,0,0,0,0.437,0.5627,0,0,0,3.00E-04
-130,62,4,0,0,0,0.9827,0.0173,0,0,0,0
-130,64,4,0,0,0,0.9991,9.00E-04,0,0,0,0
-130,66,5,0,0,0,0.381,0.6186,0,0,0,4.00E-04
-130,68,4,0,0,0,0.9905,0.0095,0,0,0,0
-130,70,4,0,0,0,1,0,0,0,0,0
-128,52,9,0.0705,0,0,0,0,0,0,0,0.9295
-128,54,5,0,0,0,0.0106,0.985,0,0,0,0.0044
-128,56,5,0,0,0,0.1546,0.8449,0,0,0,5.00E-04
-128,58,4,0,0,0,0.8792,0.1208,0,0,0,0
-128,60,5,0,0,0,0.0792,0.9199,0,0,0,8.00E-04
-128,62,4,0,0,0,0.9949,0.0051,0,0,0,0
-128,64,4,0,0,0,0.9984,0.0016,0,0,0,0
-128,66,5,0,0,0,0.4983,0.5014,0,0,0,3.00E-04
-128,68,4,0,0,0,0.9973,0.0027,0,0,0,0
-128,70,4,0,0,0,1,0,0,0,0,0
-126,50,9,0.0023,0,0,0,0,0,0,0,0.9977
-126,52,5,0,0,0,0.0076,0.9883,0,0,0,0.004
-126,54,5,0,0,0,0.0078,0.9885,0,0,0,0.0037
-126,56,5,0,0,0,0.2524,0.7472,0,0,0,4.00E-04
-126,58,4,0,0,0,0.9402,0.0598,0,0,0,0
-126,60,5,0,0,0,0.2403,0.7593,0,0,0,4.00E-04
-126,62,4,0,0,0,0.9667,0.0333,0,0,0,0
-126,64,4,0,0,0,0.8425,0.1575,0,0,0,1.00E-04
-126,66,4,0,0,0,0.8599,0.1401,0,0,0,1.00E-04
-124,40,1,0.9991,9.00E-04,0,0,0,0,0,0,0
-124,42,1,0.9936,0,0,0,0,0,0,0,0.0064
-124,44,1,0.9965,0,0,0,0,0,0,0,0.0035
-124,48,1,0.8393,0,0,0,0,0,0,0,0.1607
-124,50,5,0,0,0,0.0011,0.92,0,0,0,0.0789
-124,52,5,0,0,0,0.0066,0.9892,0,0,0,0.0042
-124,54,5,0,0,0,0.0022,0.9868,0,0,0,0.011
-124,58,5,0,0,0,0.422,0.5777,0,0,0,3.00E-04
-124,60,5,0,0,0,0.0205,0.9779,0,0,0,0.0016
-124,62,5,0,0,0,0.1375,0.8617,0,0,0,8.00E-04
-124,64,5,0,0,0,0.3496,0.65,0,0,0,4.00E-04
-124,66,4,0,0,0,0.8058,0.1941,0,0,0,1.00E-04
-124,68,4,0,0,0,0.9999,1.00E-04,0,0,0,0
-124,72,4,0,0,0,1,0,0,0,0,0
-124,74,4,0,0,0,1,0,0,0,0,0
-122,42,9,0.4755,0,0,0,0,0,0,0,0.5245
-122,44,1,0.7244,0,0,0,0,0,0,0,0.2756
-122,46,1,0.8314,0,0,0,0,0,0,0,0.1686
-122,48,1,0.5203,0,0,0,0,0,0,0,0.4797
-122,50,5,0,0,0,0.0048,0.99,0,0,0,0.0053
-122,52,5,0,0,0,8.00E-04,0.9356,0,0,0,0.0637
-122,54,5,0,0,0,0.0022,0.9875,0,0,0,0.0103
-122,56,5,0,0,0,0.019,0.9793,0,0,0,0.0017
-122,58,5,0,0,0,0.01,0.9875,0,0,0,0.0025
-122,60,5,0,0,0,0.0137,0.9842,0,0,0,0.0021
-122,62,5,0,0,0,0.0484,0.9503,0,0,0,0.0012
-122,64,5,0,0,0,0.3493,0.6503,0,0,0,4.00E-04
-122,66,4,0,0,0,0.9799,0.0201,0,0,0,0
-122,68,4,0,0,0,1,0,0,0,0,0
-122,72,4,0,0,0,1,0,0,0,0,0
-122,74,4,0,0,0,1,0,0,0,0,0
-120,36,2,0.1147,0.8853,0,0,0,0,0,0,0
-120,38,1,0.9943,1.00E-04,0,0,0,0,0,0,0.0056
-120,40,1,0.5079,0,0,0,0,0,0,0,0.4921
-120,42,9,0.0117,0,0,0,0,0,0,0,0.9883
-120,44,9,0.0246,0,0,0,0,0,0,0,0.9754
-120,46,1,0.842,0,0,0,0,0,0,0,0.158
-120,48,9,1.00E-04,0,0,1.00E-04,0.0933,0,0,0,0.9065
-120,50,5,0,0,0,4.00E-04,0.6724,0,0,0,0.3272
-120,52,5,0,0,0,0.0014,0.9791,0,0,0,0.0195
-120,54,5,0,0,0,0.1141,0.8852,0,0,0,6.00E-04
-120,56,5,0,0,0,0.0037,0.9908,0,0,0,0.0055
-120,58,5,0,0,0,0.0053,0.9909,0,0,0,0.0037
-120,60,5,0,0,0,0.0195,0.9788,0,0,0,0.0017
-120,62,5,0,0,0,0.0863,0.9127,0,0,0,9.00E-04
-120,68,4,0,0,0,1,0,0,0,0,0
-120,74,4,0,0,0,1,0,0,0,0,0
-120,76,4,0,0,0,1,0,0,0,0,0
-118,34,2,0.0525,0.9475,0,0,0,0,0,0,0
-118,36,1,0.7871,0.2129,0,0,0,0,0,0,0
-118,38,1,0.8911,0,0,0,0,0,0,0,0.1089
-118,40,1,0.9385,0,0,0,0,0,0,0,0.0615
-118,42,9,0.0232,0,0,0,0,0,0,0,0.9768
-118,44,9,9.00E-04,0,0,0,0,0,0,0,0.9991
-118,46,9,0.0113,0,0,0,0,0,0,0,0.9887
-118,48,9,7.00E-04,0,0,0,0,0,0,0,0.9993
-118,50,5,0,0,0,0.0011,0.968,0,0,0,0.031
-118,52,5,0,0,0,0.0368,0.9621,0,0,0,0.0012
-118,54,5,0,0,0,0.0073,0.9894,0,0,0,0.0033
-118,56,5,0,0,0,0.003,0.9908,0,0,0,0.0062
-118,58,5,0,0,0,0.003,0.9912,0,0,0,0.0058
-118,60,5,0,0,0,0.0192,0.979,0,0,0,0.0018
-118,62,5,0,0,0,0.0973,0.9018,0,0,0,9.00E-04
-118,64,4,0,0,0,0.6826,0.3173,0,0,0,1.00E-04
-118,66,4,0,0,0,0.9779,0.0221,0,0,0,0
-118,68,4,0,0,0,1,0,0,0,0,0
-118,72,4,0,0,0,1,0,0,0,0,0
-118,74,4,0,0,0,1,0,0,0,0,0
-118,76,4,0,0,0,1,0,0,0,0,0
-116,32,2,0.0117,0.9883,0,0,0,0,0,0,0
-116,34,2,0.0444,0.9556,0,0,0,0,0,0,0
-116,36,1,0.5094,0.4906,0,0,0,0,0,0,0
-116,38,9,0.2054,0,0,0,0,0,0,0,0.7946
-116,40,9,0.0282,0,0,0,0,0,0,0,0.9718
-116,42,9,0.0025,0,0,0,0,0,0,0,0.9975
-116,44,9,0.0011,0,0,0,0,0,0,0,0.9989
-116,46,9,0.0017,0,0,0,0,0,0,0,0.9983
-116,48,9,2.00E-04,0,0,0,0.003,0,0,0,0.9969
-116,50,5,0,0,0,0.0092,0.9879,0,0,0,0.0029
-116,52,5,0,0,0,0.464,0.5358,0,0,0,2.00E-04
-116,54,5,0,0,0,0.0016,0.983,0,0,0,0.0154
-116,56,5,0,0,0,0.0027,0.9906,0,0,0,0.0067
-116,58,5,0,0,0,0.0023,0.9905,0,0,0,0.0072
-116,60,5,0,0,0,0.0105,0.987,0,0,0,0.0025
-116,62,5,0,0,0,0.0852,0.9139,0,0,0,0.001
-116,64,4,0,0,0,0.7668,0.2331,0,0,0,1.00E-04
-116,66,4,0,0,0,0.9971,0.0029,0,0,0,0
-116,68,4,0,0,0,1,0,0,0,0,0
-116,70,4,0,0,0,1,0,0,0,0,0
-116,72,4,0,0,0,1,0,0,0,0,0
-116,76,4,0,0,0,1,0,0,0,0,0
-114,28,2,0.0084,0.9902,0,0,0,0.0014,0,0,0
-114,32,2,4.00E-04,0.9996,0,0,0,0,0,0,0
-114,34,2,0.0083,0.9917,0,0,0,0,0,0,0
-114,36,1,0.9438,0.0562,0,0,0,0,0,0,0
-114,38,9,0.139,0,0,0,0,0,0,0,0.861
-114,40,9,0.3172,0,0,0,0,0,0,0,0.6828
-114,42,9,0.0047,0,0,0,0,0,0,0,0.9953
-114,44,5,0,0,0,0.0016,0.979,0,0,0,0.0195
-114,46,5,0,0,0,7.00E-04,0.9226,0,0,0,0.0767
-114,48,5,0,0,0,0.001,0.9495,0,0,0,0.0495
-114,50,5,0,0,0,0.001,0.9674,0,0,0,0.0316
-114,52,5,0,0,0,6.00E-04,0.9303,0,0,0,0.0691
-114,54,5,0,0,0,0.001,0.9753,0,0,0,0.0237
-114,56,5,0,0,0,0.0025,0.99,0,0,0,0.0076
-114,58,5,0,0,0,0.003,0.9912,0,0,0,0.0057
-114,64,4,0,0,0,0.9729,0.0271,0,0,0,0
-114,66,4,0,0,0,0.9998,2.00E-04,0,0,0,0
-114,70,4,0,0,0,1,0,0,0,0,0
-114,72,4,0,0,0,1,0,0,0,0,0
-114,76,4,0,0,0,1,0,0,0,0,0
-112,26,2,0,0.9492,0.0504,0,0,4.00E-04,0,0,0
-112,30,2,2.00E-04,0.9997,0,0,0,0,0,0,0
-112,32,2,0.0149,0.9851,0,0,0,0,0,0,0
-112,34,2,0.0501,0.9499,0,0,0,0,0,0,0
-112,36,1,0.9977,4.00E-04,0,0,0,0,0,0,0.0019
-112,38,9,0.0097,0,0,0,0,0,0,0,0.9903
-112,40,5,0,0,0,0.0099,0.9539,0,0,0,0.0361
-112,42,5,0,0,0,0.0052,0.9441,0,0,0,0.0507
-112,44,5,0,0,0,0.002,0.978,0,0,0,0.02
-112,46,5,0,0,0,4.00E-04,0.8495,0,0,0,0.1502
-112,48,9,0,0,0,1.00E-04,0.1169,0,0,0,0.883
-112,50,9,0,0,0,1.00E-04,0.225,0,0,0,0.7749
-112,54,5,0,0,0,0.0013,0.9842,0,0,0,0.0145
-112,56,5,0,0,0,0.0015,0.9868,0,0,0,0.0117
-112,58,5,0,0,0,0.0023,0.9908,0,0,0,0.0069
-112,60,5,0,0,0,0.0201,0.9782,0,0,0,0.0018
-112,64,4,0,0,0,0.9981,0.0019,0,0,0,0
-112,66,4,0,0,0,1,0,0,0,0,0
-112,72,4,0,0,0,1,0,0,0,0,0
-112,76,4,0,0,0,1,0,0,0,0,0
-112,78,4,0,0,0,1,0,0,0,0,0
-110,24,3,0,0.2546,0.7417,0,0,0.0038,0,0,0
-110,28,2,0,0.9413,0.0583,0,0,4.00E-04,0,0,0
-110,30,2,0.002,0.998,0,0,0,0,0,0,0
-110,32,2,0.3406,0.6594,0,0,0,0,0,0,0
-110,34,1,0.9946,0.0054,0,0,0,0,0,0,0
-110,36,1,0.9323,0,0,0,0,0,0,0,0.0677
-110,38,1,0.8741,0,0,0,0,0,0,0,0.1258
-110,40,9,1.00E-04,0,0,0,0.0225,0,0,0,0.9774
-110,42,5,0,0,0,0.0012,0.8308,0,0,0,0.168
-110,44,5,0,0,0,0.023,0.9747,0,0,0,0.0023
-110,46,5,0,0,0,4.00E-04,0.8343,0,0,0,0.1653
-110,48,9,1.00E-04,0,0,0,0.0412,0,0,0,0.9587
-110,50,5,0,0,0,2.00E-04,0.5512,0,0,0,0.4486
-110,52,5,0,0,0,6.00E-04,0.932,0,0,0,0.0675
-110,54,5,0,0,0,0.0013,0.9832,0,0,0,0.0156
-110,56,5,0,0,0,0.0016,0.9878,0,0,0,0.0106
-110,58,5,0,0,0,0.0033,0.9913,0,0,0,0.0053
-110,60,5,0,0,0,0.0422,0.9565,0,0,0,0.0012
-110,62,4,0,0,0,0.6229,0.3769,0,0,0,2.00E-04
-110,64,4,0,0,0,0.9992,8.00E-04,0,0,0,0
-110,66,4,0,0,0,1,0,0,0,0,0
-110,70,4,0,0,0,1,0,0,0,0,0
-110,72,4,0,0,0,1,0,0,0,0,0
-110,78,4,0,0,0,1,0,0,0,0,0
-108,26,2,0,0.9904,0.0091,0,0,5.00E-04,0,0,0
-108,28,2,0.0951,0.9049,0,0,0,0,0,0,0
-108,30,1,0.9651,0.0349,0,0,0,0,0,0,0
-108,32,1,0.9559,0.0441,0,0,0,0,0,0,0
-108,34,1,0.9761,0,0,0,0,0,0,0,0.0239
-108,36,1,0.8507,0,0,0,0,0,0,0,0.1493
-108,38,5,0,0,0,0.0019,0.7415,0,0,0,0.2566
-108,40,5,0,0,0,5.00E-04,0.7222,0,0,0,0.2772
-108,42,9,0,0,0,3.00E-04,0.2231,0,0,0,0.7765
-108,44,9,0,0,0,0,0.1029,0,0,0,0.897
-108,46,9,6.00E-04,0,0,0,1.00E-04,0,0,0,0.9994
-108,48,9,1.00E-04,0,0,0,0.0397,0,0,0,0.9602
-108,50,5,0,0,0,4.00E-04,0.8511,0,0,0,0.1485
-108,52,5,0,0,0,5.00E-04,0.9376,0,0,0,0.0619
-108,54,5,0,0,0,8.00E-04,0.9684,0,0,0,0.0308
-108,56,5,0,0,0,0.0024,0.9905,0,0,0,0.0071
-108,58,5,0,0,0,0.0207,0.9777,0,0,0,0.0017
-108,60,5,0,0,0,0.2876,0.7119,0,0,0,4.00E-04
-108,62,4,0,0,0,0.9753,0.0247,0,0,0,0
-108,64,4,0,0,0,0.9998,2.00E-04,0,0,0,0
-108,66,4,0,0,0,1,0,0,0,0,0
-108,70,4,0,0,0,1,0,0,0,0,0
-108,76,4,0,0,0,1,0,0,0,0,0
-106,24,2,1.00E-04,0.9997,0,0,0,1.00E-04,0,0,0
-106,26,2,0.4996,0.5004,0,0,0,0,0,0,0
-106,28,2,0.0322,0.9678,0,0,0,0,0,0,0
-106,30,2,0.259,0.741,0,0,0,0,0,0,0
-106,32,1,0.9332,0.0668,0,0,0,0,0,0,0
-106,34,1,0.9978,3.00E-04,0,0,0,0,0,0,0.0019
-106,36,1,0.8113,0,0,0,0,0,0,0,0.1887
-106,38,5,0,0,0,0.0025,0.9527,0,0,0,0.0448
-106,40,5,0,0,0,0.0215,0.9751,0,0,0,0.0035
-106,42,9,1.00E-04,0,0,1.00E-04,0.08,0,0,0,0.9198
-106,44,9,2.00E-04,0,0,0,0.0039,0,0,0,0.9959
-106,46,9,3.00E-04,0,0,0,6.00E-04,0,0,0,0.9991
-106,48,9,0,0,0,1.00E-04,0.1915,0,0,0,0.8084
-106,50,5,0,0,0,3.00E-04,0.7889,0,0,0,0.2108
-106,52,5,0,0,0,6.00E-04,0.9505,0,0,0,0.049
-106,54,5,0,0,0,9.00E-04,0.9785,0,0,0,0.0206
-106,56,5,0,0,0,0.0081,0.9891,0,0,0,0.0028
-106,58,5,0,0,0,0.0479,0.951,0,0,0,0.0011
-106,64,4,0,0,0,0.9999,1.00E-04,0,0,0,0
-106,66,4,0,0,0,1,0,0,0,0,0
-106,68,4,0,0,0,1,0,0,0,0,0
-106,70,4,0,0,0,1,0,0,0,0,0
-106,72,4,0,0,0,1,0,0,0,0,0
-106,76,4,0,0,0,1,0,0,0,0,0
-104,20,3,0,0.2757,0.5199,0,0,0.2044,0,0,0
-104,22,2,0,0.7827,0.1553,0,0,0.0619,0,0,0
-104,24,2,0.1956,0.8043,0,0,0,0,0,0,0
-104,26,2,0.0012,0.9987,0,0,0,0,0,0,0
-104,28,2,0.0199,0.9801,0,0,0,0,0,0,0
-104,30,2,0.1457,0.8543,0,0,0,0,0,0,0
-104,32,1,0.8407,0.1593,0,0,0,0,0,0,0
-104,34,1,0.9975,0.0022,0,0,0,0,0,0,2.00E-04
-104,36,1,0.7778,0,0,0,0,0,0,0,0.2222
-104,38,9,0.4003,0,0,0,0,0,0,0,0.5997
-104,40,9,0.0252,0,0,0,0,0,0,0,0.9748
-104,42,9,6.00E-04,0,0,0,0,0,0,0,0.9993
-104,44,9,6.00E-04,0,0,0,1.00E-04,0,0,0,0.9994
-104,46,9,1.00E-04,0,0,0,0.0139,0,0,0,0.986
-104,48,9,0,0,0,1.00E-04,0.2168,0,0,0,0.7831
-104,50,5,0,0,0,3.00E-04,0.8223,0,0,0,0.1774
-104,52,5,0,0,0,7.00E-04,0.9675,0,0,0,0.0318
-104,54,5,0,0,0,9.00E-04,0.9785,0,0,0,0.0206
-104,56,5,0,0,0,0.0113,0.9864,0,0,0,0.0023
-104,58,5,0,0,0,0.0675,0.9316,0,0,0,9.00E-04
-104,62,4,0,0,0,0.999,0.001,0,0,0,0
-104,64,4,0,0,0,0.9999,1.00E-04,0,0,0,0
-104,66,4,0,0,0,1,0,0,0,0,0
-104,68,4,0,0,0,1,0,0,0,0,0
-102,18,3,0,0,0.9966,0,0,0.0034,0,0,0
-102,20,2,0,0.8467,0.0055,0,0,0.1477,0,0,0
-102,22,2,0.0052,0.991,0,0,0,0.0038,0,0,0
-102,24,2,0.1962,0.8036,0,0,0,2.00E-04,0,0,0
-102,26,2,1.00E-04,0.9998,0,0,0,1.00E-04,0,0,0
-102,28,2,0.002,0.998,0,0,0,0,0,0,0
-102,30,2,0.0596,0.9404,0,0,0,0,0,0,0
-102,32,1,0.9508,0.0492,0,0,0,0,0,0,0
-102,34,1,0.9973,0.0024,0,0,0,0,0,0,3.00E-04
-102,36,1,0.943,1.00E-04,0,0,0,0,0,0,0.0569
-102,38,9,0.2262,0,0,0,0,0,0,0,0.7738
-102,40,9,0.0278,0,0,0,0,0,0,0,0.9722
-102,42,9,0.0011,0,0,0,0,0,0,0,0.9989
-102,44,9,9.00E-04,0,0,0,0,0,0,0,0.9991
-102,46,9,1.00E-04,0,0,0,0.0214,0,0,0,0.9785
-102,48,9,0,0,0,1.00E-04,0.3108,0,0,0,0.6891
-102,50,5,0,0,0,4.00E-04,0.9342,0,0,0,0.0653
-102,52,5,0,0,0,7.00E-04,0.9712,0,0,0,0.0281
-102,54,5,0,0,0,7.00E-04,0.9761,0,0,0,0.0231
-102,56,5,0,0,0,0.0125,0.9854,0,0,0,0.0022
-102,58,5,0,0,0,0.1344,0.865,0,0,0,6.00E-04
-102,60,4,0,0,0,0.9575,0.0424,0,0,0,0
-102,62,4,0,0,0,0.9998,2.00E-04,0,0,0,0
-102,64,4,0,0,0,1,0,0,0,0,0
-102,66,4,0,0,0,1,0,0,0,0,0
-102,70,4,0,0,0,1,0,0,0,0,0
-100,18,3,0,0.0053,0.8443,0,0,0.1504,0,0,0
-100,20,2,2.00E-04,0.7845,0.001,0,0,0.2143,0,0,0
-100,22,2,0,0.5652,0.356,0,0,0.0789,0,0,0
-100,24,2,0,0.9831,0.0116,0,0,0.0053,0,0,0
-100,26,2,0,0.9962,0.0029,0,0,9.00E-04,0,0,0
-100,28,2,1.00E-04,0.9998,0,0,0,0,0,0,0
-100,30,2,0.0168,0.9832,0,0,0,0,0,0,0
-100,32,1,0.7422,0.2578,0,0,0,0,0,0,0
-100,34,1,0.9297,0.0703,0,0,0,0,0,0,0
-100,36,1,0.9852,5.00E-04,0,0,0,0,0,0,0.0143
-100,38,1,0.8357,2.00E-04,0,0,0,0,0,0,0.1641
-100,40,9,0.249,0,0,0,0,0,0,0,0.751
-100,42,9,0.0025,0,0,0,0,0,0,0,0.9975
-100,44,9,0.0013,0,0,0,0,0,0,0,0.9987
-100,46,9,2.00E-04,0,0,0,0.005,0,0,0,0.9949
-100,48,9,0,0,0,1.00E-04,0.3173,0,0,0,0.6827
-100,50,5,0,0,0,3.00E-04,0.888,0,0,0,0.1117
-100,52,5,0,0,0,2.00E-04,0.7664,0,0,0,0.2334
-100,54,5,0,0,0,0.0012,0.9853,0,0,0,0.0135
-100,56,5,0,0,0,0.0209,0.9774,0,0,0,0.0017
-100,58,5,0,0,0,0.3489,0.6507,0,0,0,3.00E-04
-100,62,4,0,0,0,0.9999,1.00E-04,0,0,0,0
-100,66,4,0,0,0,1,0,0,0,0,0
-100,72,4,0,0,0,1,0,0,0,0,0
-100,78,4,0,0,0,1,0,0,0,0,0
-100,80,4,0,0,0,1,0,0,0,0,0
-98,18,6,0,0.0905,0.2513,0,0,0.6582,0,0,0
-98,20,2,0,0.7695,0.0571,0,0,0.1735,0,0,0
-98,22,3,0,0.0021,0.9939,0,0,0.004,0,0,0
-98,24,2,0,0.7097,0.2772,0,0,0.0131,0,0,0
-98,26,2,0,0.9994,5.00E-04,0,0,1.00E-04,0,0,0
-98,28,2,1.00E-04,0.9999,0,0,0,0,0,0,0
-98,30,2,0.0061,0.9939,0,0,0,0,0,0,0
-98,32,2,0.3058,0.6942,0,0,0,0,0,0,0
-98,36,1,0.9878,0.0119,0,0,0,0,0,0,3.00E-04
-98,38,1,0.8968,4.00E-04,0,0,0,0,0,0,0.1028
-98,40,9,0.4156,1.00E-04,0,0,0,0,0,0,0.5843
-98,42,9,0.0089,0,0,0,0,0,0,0,0.9911
-98,44,9,0.001,0,0,0,0,0,0,0,0.999
-98,46,9,2.00E-04,0,0,0,0.0028,0,0,0,0.997
-98,48,9,0,0,0,0,0.2784,0,0,0,0.7215
-98,50,5,0,0,0,2.00E-04,0.7943,0,0,0,0.2055
-98,54,5,0,0,0,0.0013,0.9857,0,0,0,0.013
-98,56,5,0,0,0,0.0354,0.9633,0,0,0,0.0013
